[Thread for Client: PLAYER2] <<< broadcast:  b'MINECRAFT: PLAYERUPDATE: 2: PLAYERMOVED: [1, 10]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                '
[Thread for Client: PLAYER3] >>> broadcast:  b'MINECRAFT: PLAYERUPDATE: 3: PLAYERMOVED: [92, 80]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               '
[Thread for Client: PLAYER3] <<< broadcast:  b'MINECRAFT: PLAYERUPDATE: 3: PLAYERMOVED: [92, 80]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               '
[Thread for Client: PLAYER2] >>> broadcast:  b'MINECRAFT: PLAYERUPDATE: 2: PLAYERMOVED: [1, 9]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 '
[Thread for Client: PLAYER2] <<< broadcast:  b'MINECRAFT: PLAYERUPDATE: 2: PLAYERMOVED: [1, 9]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 '
[Thread for Client: PLAYER1] >>> broadcast:  b'MINECRAFT: PLAYERUPDATE: 1: PLAYERMOVED: [20, 1]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                '
[Thread for Client: PLAYER1] <<< broadcast:  b'MINECRAFT: PLAYERUPDATE: 1: PLAYERMOVED: [20, 1]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                '
[Thread for Client: PLAYER3] >>> broadcast:  b'MINECRAFT: PLAYERUPDATE: 3: PLAYERMOVED: [92, 81]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               '
[Thread for Client: PLAYER3] <<< broadcast:  b'MINECRAFT: PLAYERUPDATE: 3: PLAYERMOVED: [92, 81]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               '
[Thread for Client: PLAYER1] >>> broadcast:  b'MINECRAFT: PLAYERUPDATE: 1: PLAYERMOVED: [21, 1]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                '
[Thread for Client: PLAYER1] <<< broadcast:  b'MINECRAFT: PLAYERUPDATE: 1: PLAYERMOVED: [21, 1]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                '
[Thread for Client: PLAYER2] >>> broadcast:  b'MINECRAFT: PLAYERUPDATE: 2: PLAYERMOVED: [1, 8]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 '
[Thread for Client: PLAYER2] <<< broadcast:  b'MINECRAFT: PLAYERUPDATE: 2: PLAYERMOVED: [1, 8]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 '
[Thread for Client: PLAYER3] >>> broadcast:  b'MINECRAFT: PLAYERUPDATE: 3: PLAYERMOVED: [92, 82]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               '
[Thread for Client: PLAYER1] >>> broadcast:  b'MINECRAFT: PLAYERUPDATE: 1: PLAYERMOVED: [22, 1]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                '
[Thread for Client: PLAYER2] >>> broadcast:  b'MINECRAFT: PLAYERUPDATE: 2: PLAYERMOVED: [1, 7]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 '
[Thread for Client: PLAYER3] <<< broadcast:  b'MINECRAFT: PLAYERUPDATE: 3: PLAYERMOVED: [92, 82]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               '
[Thread for Client: PLAYER3] >>> broadcast:  b'MINECRAFT: PLAYERUPDATE: 3: PLAYERMOVED: [92, 83]MINECRAFT: PLAYERUPDATE: 3: PLAYERMOVED: [92, 84]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              '
[Thread for Client: PLAYER1] <<< broadcast:  b'MINECRAFT: PLAYERUPDATE: 1: PLAYERMOVED: [22, 1]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                '
[Thread for Client: PLAYER2] <<< broadcast:  b'MINECRAFT: PLAYERUPDATE: 2: PLAYERMOVED: [1, 7]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 '
[Thread for Client: PLAYER1] >>> broadcast:  b'MINECRAFT: PLAYERUPDATE: 1: PLAYERMOVED: [23, 1]MINECRAFT: PLAYERUPDATE: 1: PLAYERMOVED: [24, 1]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                '
[Thread for Client: PLAYER2] >>> broadcast:  b'MINECRAFT: PLAYERUPDATE: 2: PLAYERMOVED: [1, 6]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 '
[Thread for Client: PLAYER3] <<< broadcast:  b'MINECRAFT: PLAYERUPDATE: 3: PLAYERMOVED: [92, 83]MINECRAFT: PLAYERUPDATE: 3: PLAYERMOVED: [92, 84]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              '
[Thread for Client: PLAYER1] <<< broadcast:  b'MINECRAFT: PLAYERUPDATE: 1: PLAYERMOVED: [23, 1]MINECRAFT: PLAYERUPDATE: 1: PLAYERMOVED: [24, 1]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                '
[Thread for Client: PLAYER2] <<< broadcast:  b'MINECRAFT: PLAYERUPDATE: 2: PLAYERMOVED: [1, 6]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 '
[Thread for Client: PLAYER1] >>> broadcast:  b'MINECRAFT: PLAYERUPDATE: 1: PLAYERMOVED: [25, 1]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                '
[Thread for Client: PLAYER1] <<< broadcast:  b'MINECRAFT: PLAYERUPDATE: 1: PLAYERMOVED: [25, 1]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                '
[Thread for Client: PLAYER3] >>> broadcast:  b'MINECRAFT: PLAYERUPDATE: 3: PLAYERMOVED: [92, 85]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               '
[Thread for Client: PLAYER3] <<< broadcast:  b'MINECRAFT: PLAYERUPDATE: 3: PLAYERMOVED: [92, 85]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               '
[Thread for Client: PLAYER2] >>> broadcast:  b'MINECRAFT: PLAYERUPDATE: 2: PLAYERMOVED: [1, 5]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 '
[Thread for Client: PLAYER2] <<< broadcast:  b'MINECRAFT: PLAYERUPDATE: 2: PLAYERMOVED: [1, 5]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 '
[ServerBackgroundGameLogicThread] - Background thread checking server status
[ServerBackgroundGameLogicThread] -   client count: 4
[ServerBackgroundGameLogicThread] >>> broadcast:  Server is still running - hi there
[ServerBackgroundGameLogicThread] <<< broadcast:  Server is still running - hi there
[ServerBackgroundGameLogicThread] >>> broadcast:  b'Scores: '
[ServerBackgroundGameLogicThread] <<< broadcast:  b'Scores: '
